Date,spy,qqq,tlt,gld,hyg,uup
Ticker,SPY,QQQ,TLT,GLD,HYG,UUP
1995-01-01,27.58464813232422,,,,,
1995-02-01,28.710378646850586,,,,,
1995-03-01,29.351022720336914,,,,,
1995-04-01,30.384061813354492,,,,,
1995-05-01,31.589473724365234,,,,,
1995-06-01,32.040367126464844,,,,,
1995-07-01,33.265167236328125,,,,,
1995-08-01,33.41326141357422,,,,,
1995-09-01,34.64426803588867,,,,,
1995-10-01,34.726837158203125,,,,,
1995-11-01,36.2714729309082,,,,,
1995-12-01,36.61577224731445,,,,,
1996-01-01,38.15294647216797,,,,,
1996-02-01,38.274620056152344,,,,,
1996-03-01,38.76148223876953,,,,,
1996-04-01,39.356842041015625,,,,,
1996-05-01,40.25026321411133,,,,,
1996-06-01,40.39131546020508,,,,,
1996-07-01,38.78071594238281,,,,,
1996-08-01,39.527587890625,,,,,
1996-09-01,41.52238082885742,,,,,
1996-10-01,43.085472106933594,,,,,
1996-11-01,46.23086929321289,,,,,
1996-12-01,44.90999221801758,,,,,
1997-01-01,47.91913986206055,,,,,
1997-02-01,48.37750244140625,,,,,
1997-03-01,46.066551208496094,,,,,
1997-04-01,49.137943267822266,,,,,
1997-05-01,52.243804931640625,,,,,
1997-06-01,54.18017578125,,,,,
1997-07-01,58.70241165161133,,,,,
1997-08-01,55.66142272949219,,,,,
1997-09-01,58.12499237060547,,,,,
1997-10-01,56.90874481201172,,,,,
1997-11-01,59.11092758178711,,,,,
1997-12-01,59.999515533447266,,,,,
1998-01-01,61.01405715942383,,,,,
1998-02-01,65.24195861816406,,,,,
1998-03-01,68.2286148071289,,,,,
1998-04-01,69.2999496459961,,,,,
1998-05-01,67.86064147949219,,,,,
1998-06-01,70.52526092529297,,,,,
1998-07-01,69.79360961914062,,,,,
1998-08-01,59.940181732177734,,,,,
1998-09-01,63.53034973144531,,,,,
1998-10-01,68.924072265625,,,,,
1998-11-01,72.76185607910156,,,,,
1998-12-01,77.26539611816406,,,,,
1999-01-01,80.25283813476562,,,,,
1999-02-01,77.67923736572266,,,,,
1999-03-01,80.70470428466797,44.474849700927734,,,,
1999-04-01,83.97261810302734,45.53438186645508,,,,
1999-05-01,82.05252838134766,44.10399627685547,,,,
1999-06-01,86.33583068847656,48.84550857543945,,,,
1999-07-01,83.91011810302734,47.971370697021484,,,,
1999-08-01,83.47550964355469,50.593780517578125,,,,
1999-09-01,81.38170623779297,51.0175895690918,,,,
1999-10-01,86.84036254882812,55.732608795166016,,,,
1999-11-01,88.28636169433594,62.30186080932617,,,,
1999-12-01,93.09984588623047,77.4534912109375,,,,
2000-01-01,88.6817855834961,76.02308654785156,,,,
2000-02-01,87.33148956298828,90.48601531982422,,,,
2000-03-01,95.55233001708984,92.81704711914062,,,,
2000-04-01,92.43083953857422,80.31429290771484,,,,
2000-05-01,90.97759246826172,70.46041107177734,,,,
2000-06-01,92.55023956298828,79.20174407958984,,,,
2000-07-01,91.31148529052734,75.81117248535156,,,,
2000-08-01,97.27789306640625,86.14185333251953,,,,
2000-09-01,91.7105712890625,75.22840118408203,,,,
2000-10-01,91.51090240478516,69.25515747070312,,,,
2000-11-01,84.6792984008789,53.38835144042969,,,,
2000-12-01,83.97919464111328,49.481239318847656,,,,
2001-01-01,87.98187255859375,54.5035400390625,,,,
2001-02-01,79.58946990966797,40.220706939697266,,,,
2001-03-01,74.92780303955078,33.18526840209961,,,,
2001-04-01,81.54856872558594,39.11878967285156,,,,
2001-05-01,81.0914535522461,37.91510772705078,,,,
2001-06-01,78.93462371826172,38.73735046386719,,,,
2001-07-01,78.35198211669922,35.39763259887695,,,,
2001-08-01,73.70320129394531,31.049203872680664,,,,
2001-09-01,67.43375396728516,24.564739227294922,,,,
2001-10-01,68.56819915771484,28.73515510559082,,,,
2001-11-01,73.9149398803711,33.609100341796875,,,,
2001-12-01,74.07695007324219,32.98183059692383,,,,
2002-01-01,73.60338592529297,32.64278030395508,,,,
2002-02-01,72.28323364257812,28.633419036865234,,,,
2002-03-01,74.4748306274414,30.56605339050293,,,,
2002-04-01,70.34463500976562,26.895751953125,,,,
2002-05-01,69.92721557617188,25.46323585510254,,,,
2002-06-01,64.5401611328125,22.123516082763672,,,,
2002-07-01,59.66118621826172,20.21631622314453,38.216182708740234,,,
2002-08-01,60.066978454589844,19.911161422729492,40.3231201171875,,,
2002-09-01,53.52886199951172,17.563190460205078,41.8604621887207,,,
