Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TLT,TLT,TLT,TLT,TLT,TLT
Date,,,,,,
2002-07-01,38.216182708740234,82.52999877929688,82.80000305175781,81.5199966430664,81.75,35500
2002-08-01,40.3231201171875,87.08000183105469,87.9000015258789,82.54000091552734,82.54000091552734,1470700
2002-09-01,41.8604621887207,90.4000015258789,90.94000244140625,86.75,87.08000183105469,3888500
2002-10-01,40.33384704589844,86.7300033569336,90.5199966430664,84.08000183105469,89.16000366210938,5249800
2002-11-01,39.93662643432617,85.55000305175781,89.1500015258789,84.91000366210938,86.30000305175781,3922900
2002-12-01,41.53266143798828,88.56999969482422,89.33000183105469,84.1500015258789,84.36000061035156,3884300
2003-01-01,41.69050216674805,88.05999755859375,88.44000244140625,85.0199966430664,87.69999694824219,3317000
2003-02-01,42.831478118896484,90.47000122070312,90.54000091552734,87.30999755859375,87.66999816894531,5212300
2003-03-01,42.23590087890625,88.9000015258789,91.36000061035156,86.05000305175781,90.0,7915500
2003-04-01,42.65751647949219,89.44999694824219,89.5199966430664,85.91999816894531,88.4000015258789,4628500
2003-05-01,45.30612564086914,94.5999984741211,96.20999908447266,88.19999694824219,89.19999694824219,12486700
2003-06-01,44.53587341308594,92.5,97.66000366210938,91.55000305175781,93.87999725341797,12939300
2003-07-01,40.10658645629883,82.94999694824219,92.48999786376953,82.2300033569336,92.1500015258789,26275000
2003-08-01,40.59998321533203,83.6500015258789,84.79000091552734,80.91000366210938,82.0999984741211,27897800
2003-09-01,43.01407241821289,88.22000122070312,88.25,81.87999725341797,83.62999725341797,19228900
2003-10-01,41.7222785949707,85.19000244140625,87.93000030517578,82.75,87.5,18245600
2003-11-01,41.86701202392578,85.12999725341797,86.93000030517578,83.05000305175781,84.55999755859375,10015900
2003-12-01,42.19677734375,85.44999694824219,87.33999633789062,83.80000305175781,84.4000015258789,12636200
2004-01-01,43.3962516784668,87.04000091552734,88.9000015258789,83.9000015258789,85.08999633789062,16415600
2004-02-01,44.20396041870117,88.66000366210938,88.77999877929688,86.23999786376953,86.44999694824219,12248800
2004-03-01,44.83204650878906,89.55000305175781,91.4800033569336,87.11000061035156,88.45999908447266,25301200
2004-04-01,42.042118072509766,83.63999938964844,89.05999755859375,83.01000213623047,88.9800033569336,26199600
2004-05-01,41.93365478515625,83.0999984741211,83.9000015258789,80.51000213623047,83.0999984741211,29857600
2004-06-01,42.375831604003906,83.6500015258789,83.75,80.76000213623047,82.37000274658203,15253000
2004-07-01,43.018707275390625,84.58999633789062,85.56999969482422,82.93000030517578,83.3499984741211,17658300
2004-08-01,44.81593704223633,87.7699966430664,88.0,84.31999969482422,84.5,14912400
2004-09-01,45.23752975463867,88.25,89.94999694824219,86.0,87.69999694824219,23791200
2004-10-01,46.03107833862305,89.44000244140625,90.08999633789062,86.73999786376953,87.5,20229400
2004-11-01,44.92820358276367,86.94000244140625,89.19999694824219,86.62999725341797,88.75,20623600
2004-12-01,45.9482536315918,88.55000305175781,90.25,86.01000213623047,86.69999694824219,29844400
2005-01-01,47.96500015258789,91.70999908447266,91.75,87.80999755859375,88.18000030517578,20556700
2005-02-01,47.08109664916992,90.0199966430664,94.23999786376953,89.88999938964844,91.44000244140625,25188900
2005-03-01,46.89664077758789,89.33000183105469,90.98999786376953,87.52999877929688,89.54000091552734,29225700
2005-04-01,48.68187713623047,92.44000244140625,92.94000244140625,88.33999633789062,89.52999877929688,28357000
2005-05-01,50.21551513671875,95.0,95.05000305175781,90.80999755859375,92.1500015258789,24961400
2005-06-01,51.29721450805664,96.69999694824219,97.0,93.33000183105469,95.19999694824219,34411000
2005-07-01,49.57495880126953,93.11000061035156,96.26000213623047,92.68000030517578,96.04000091552734,24913800
2005-08-01,51.28439712524414,95.98999786376953,96.0,91.27999877929688,92.5,23225100
2005-09-01,49.442726135253906,92.19999694824219,95.73999786376953,91.87999725341797,95.30999755859375,20877500
2005-10-01,48.3130989074707,89.77999877929688,92.19999694824219,89.12000274658203,91.79000091552734,21279000
2005-11-01,48.6224365234375,90.0,91.13999938964844,87.86000061035156,89.43000030517578,21592300
2005-12-01,49.86941146850586,91.9000015258789,92.58999633789062,88.8499984741211,90.0,16166800
2006-01-01,49.62144470214844,90.66999816894531,92.7699966430664,90.05000305175781,91.58999633789062,13527200
2006-02-01,49.99357604980469,91.3499984741211,91.44999694824219,89.72000122070312,90.1500015258789,12050900
2006-03-01,47.71071243286133,86.87000274658203,90.87000274658203,86.58999633789062,90.7699966430664,22213500
2006-04-01,46.38477325439453,84.16000366210938,86.9000015258789,83.6500015258789,86.18000030517578,30736400
2006-05-01,46.28950119018555,83.66999816894531,85.1500015258789,82.55999755859375,83.66999816894531,29055100
2006-06-01,46.83277130126953,84.31999969482422,85.94000244140625,83.12000274658203,83.4000015258789,26614100
2006-07-01,47.85017776489258,85.80999755859375,85.88999938964844,82.94999694824219,83.9000015258789,15925200
2006-08-01,49.307228088378906,88.08000183105469,88.19999694824219,85.04000091552734,85.31999969482422,19087800
2006-09-01,50.25202941894531,89.41000366210938,90.30999755859375,86.72000122070312,87.62000274658203,26393300
2006-10-01,50.67821502685547,89.80999755859375,89.87000274658203,86.87999725341797,89.0999984741211,22926000
2006-11-01,51.85410690307617,91.52999877929688,91.62999725341797,88.30000305175781,89.61000061035156,21135600
2006-12-01,50.29106140136719,88.43000030517578,91.80000305175781,88.05999755859375,91.27999877929688,18919500
2007-01-01,50.146820068359375,87.55000305175781,89.6500015258789,86.5999984741211,89.22000122070312,21003400
2007-02-01,51.63601303100586,90.1500015258789,91.26000213623047,87.0,87.6500015258789,20229400
2007-03-01,50.77082061767578,88.27999877929688,90.54000091552734,88.22000122070312,90.27999877929688,24454200
2007-04-01,51.236061096191406,88.75,88.81999969482422,87.01000213623047,88.11000061035156,15038400
2007-05-01,50.05266571044922,86.37999725341797,89.01000213623047,85.83000183105469,88.58000183105469,15664600
2007-06-01,49.53236770629883,85.16999816894531,86.83999633789062,82.19999694824219,85.9000015258789,87736400
2007-07-01,51.18076705932617,87.66000366210938,87.75,83.27999877929688,84.80999755859375,38655800
2007-08-01,52.09244155883789,88.87999725341797,89.19999694824219,85.72000122070312,87.26000213623047,44919500
2007-09-01,52.20171356201172,88.72000122070312,91.2699966430664,87.0999984741211,88.83000183105469,47634600
2007-10-01,53.15961837768555,89.9800033569336,91.38999938964844,87.4000015258789,88.69000244140625,34181000
